customerID,Churn,prediction,Churn_Probability,tenure,Contract,MonthlyCharges,TotalCharges,InternetService,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MultipleLines,Partner,Dependents,gender,PhoneService,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,RetentionPriority
1991-VOPLL,No,0.0,0.1502,9,Month-to-month,19.05,157.65,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,3,0,1,4,0.6006573284241004
0612-RTZZA,Yes,1.0,0.6083,1,Month-to-month,25.25,25.25,DSL,Electronic check,No,No,No,No,No,No,No phone service,No,No,Female,No,1,0,2,3,1.8247905012330379
8450-LUGUK,No,0.0,0.013,37,Two year,24.1,861.85,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,Female,Yes,5,0,2,7,0.09078365074987571
1142-IHLOO,No,0.0,0.1594,51,One year,87.55,4475.9,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,No,No,No,No,Female,Yes,5,2,5,12,1.9126557340594181
6410-LEFEN,Yes,0.0,0.3629,9,Month-to-month,45.15,416.45,DSL,Electronic check,No,No,No,No,No,No,No,No,No,Female,Yes,3,0,3,6,2.177380942647632
6257-RJOHI,No,0.0,0.3141,4,Month-to-month,50.8,202.3,DSL,Mailed check,No,No,Yes,No,No,Yes,No,No,No,Male,Yes,2,0,3,5,1.5705641879650782
1353-GHZOS,No,0.0,0.1407,22,One year,59.75,1374.35,DSL,Bank transfer (automatic),Yes,No,No,Yes,No,Yes,No,Yes,No,Male,Yes,4,2,3,9,1.2664241844202455
7825-GKXMW,Yes,0.0,0.4571,1,Month-to-month,45.8,45.8,DSL,Electronic check,No,No,No,No,No,No,No,No,No,Female,Yes,1,0,3,4,1.8282521676700312
2364-UFROM,No,0.0,0.0681,30,One year,70.4,2044.75,DSL,Electronic check,Yes,Yes,Yes,Yes,No,No,No,No,No,Male,Yes,5,3,4,12,0.8175982754687241
6473-ULUHT,No,0.0,0.2807,16,Month-to-month,84.9,1398.25,DSL,Electronic check,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,Yes,4,4,5,13,3.6484912410978683
4433-JCGCG,Yes,1.0,0.5601,46,Month-to-month,101.0,4680.05,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Male,Yes,5,2,5,12,6.7211555859986625
3716-BDVDB,Yes,1.0,0.6918,1,Month-to-month,69.1,69.1,Fiber optic,Electronic check,No,No,No,No,No,Yes,No,No,No,Male,Yes,1,0,4,5,3.4592347254371902
7244-QWYHG,No,0.0,0.0423,50,One year,44.45,2188.45,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,No,Yes,No phone service,Yes,No,Male,No,5,2,3,10,0.4233366040207587
2150-WLKUW,No,0.0,0.0921,40,One year,63.9,2635.0,DSL,Bank transfer (automatic),No,Yes,No,Yes,No,No,Yes,Yes,No,Female,Yes,5,2,4,11,1.0129838728242615
7032-LMBHI,No,0.0,0.0726,37,One year,64.65,2347.85,DSL,Bank transfer (automatic),Yes,No,No,Yes,No,No,Yes,No,No,Female,Yes,5,2,4,11,0.7989523316058785
1150-WFARN,Yes,0.0,0.0495,67,Two year,108.75,7156.2,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,3,5,13,0.6432254683390051
6088-BXMRG,No,1.0,0.6011,32,Month-to-month,98.85,3089.6,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,3,5,13,7.814553375506995
7346-MEDWM,No,0.0,0.2612,59,Month-to-month,83.25,4949.1,Fiber optic,Electronic check,No,Yes,No,No,No,Yes,Yes,No,No,Female,Yes,5,1,5,11,2.8730671563599834
9220-CXRSC,No,0.0,0.0034,69,Two year,61.4,4059.85,DSL,Credit card (automatic),Yes,No,Yes,No,No,No,Yes,Yes,Yes,Female,Yes,5,1,4,10,0.03404738475393243
3724-BSCVH,No,0.0,0.0763,10,One year,20.45,242.4,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Male,Yes,3,0,2,5,0.38149305571917425
4877-TSOFF,No,0.0,0.042,55,One year,75.75,4264.25,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,3,4,12,0.5035587436645033
5288-AHOUP,No,1.0,0.6729,11,Month-to-month,78.5,874.2,Fiber optic,Electronic check,No,No,No,No,Yes,Yes,No,No,No,Male,Yes,3,1,4,8,5.383236203252519
5201-CBWYG,No,0.0,0.0055,62,One year,24.8,1476.25,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,Male,Yes,5,0,2,7,0.038571108611624494
0968-GSIKN,Yes,1.0,0.6148,1,Month-to-month,70.8,70.8,Fiber optic,Mailed check,No,No,No,No,No,Yes,No,No,No,Female,Yes,1,0,4,5,3.0737893664117277
3635-QQRQD,No,0.0,0.0021,62,Two year,20.05,1201.65,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,Male,Yes,5,0,2,7,0.014912675579664136
2897-DOVND,No,1.0,0.6831,2,Month-to-month,69.8,146.65,Fiber optic,Electronic check,No,No,No,No,No,Yes,No,No,No,Male,Yes,1,0,4,5,3.4157226449902667
3082-YVEKW,No,0.0,0.0486,23,Two year,77.15,1759.4,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Female,Yes,4,2,4,10,0.48606395320918594
8601-QACRS,Yes,0.0,0.4533,5,Month-to-month,50.6,249.95,DSL,Mailed check,No,No,No,No,No,Yes,Yes,No,No,Female,Yes,2,0,3,5,2.2665258638463612
4950-BDEUX,No,0.0,0.2984,35,Month-to-month,49.2,1701.65,DSL,Electronic check,No,No,No,Yes,Yes,No,No phone service,No,No,Male,No,5,2,3,10,2.983743820103423
2984-TBYKU,No,0.0,0.0341,72,Two year,104.9,7732.65,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Male,Yes,5,3,5,13,0.4432548561949228
2391-SOORI,Yes,0.0,0.2958,4,Month-to-month,49.35,219.65,DSL,Electronic check,Yes,No,No,No,No,No,No,No,Yes,Male,Yes,2,1,3,6,1.7748009724697464
9040-KZVWO,No,0.0,0.1981,26,One year,75.5,2018.1,Fiber optic,Bank transfer (automatic),No,Yes,No,No,No,No,No,No,No,Male,Yes,5,1,4,10,1.9806685974835259
9136-ALYBR,Yes,1.0,0.5841,1,Month-to-month,24.45,24.45,DSL,Mailed check,No,No,No,No,No,Yes,No phone service,No,No,Male,No,1,0,2,3,1.7522905645537579
0430-IHCDJ,No,0.0,0.4197,15,Month-to-month,49.0,749.25,DSL,Electronic check,No,No,No,No,No,Yes,Yes,No,No,Male,Yes,4,0,3,7,2.9378714041892553
6674-KVJHG,No,0.0,0.1413,11,One year,25.2,245.15,No,Electronic check,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,Female,Yes,3,0,2,5,0.7062636319778737
9351-HXDMR,No,0.0,0.0598,72,Two year,110.9,8240.85,Fiber optic,Credit card (automatic),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,Yes,5,3,5,13,0.7779959430111801
1866-RZZQS,Yes,1.0,0.5815,41,Month-to-month,98.4,4187.75,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,Yes,No,No,Male,Yes,5,2,5,12,6.978459215947568
8631-NBHFZ,Yes,0.0,0.0063,66,Two year,79.4,5154.6,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Male,Yes,5,3,4,12,0.07552173559133246
8337-UPOAQ,Yes,1.0,0.7431,10,Month-to-month,89.8,914.3,Fiber optic,Electronic check,No,No,No,No,Yes,Yes,Yes,Yes,No,Male,Yes,3,1,5,9,6.687931182893922
0064-YIJGF,No,0.0,0.4027,27,Month-to-month,75.75,1929.0,Fiber optic,Bank transfer (automatic),No,No,No,No,No,Yes,Yes,Yes,Yes,Male,Yes,5,0,4,9,3.6238601710828373
2386-OWURY,No,0.0,0.3301,58,Month-to-month,95.3,5817.7,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,Yes,No,No,No,Female,Yes,5,2,5,12,3.961462715703947
6712-OAWRH,Yes,1.0,0.6134,26,Month-to-month,91.25,2351.8,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,No,No,No,Female,Yes,5,2,5,12,7.3608170183284445
6278-FEPBZ,No,0.0,0.1508,9,Month-to-month,20.25,186.15,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,3,0,2,5,0.7541964172023047
8614-VGMMV,Yes,0.0,0.4233,15,Month-to-month,49.1,679.55,DSL,Electronic check,No,No,No,No,No,Yes,Yes,No,No,Female,Yes,4,0,3,7,2.963028541752388
7868-BGSZA,No,0.0,0.1678,43,One year,80.2,3581.6,DSL,Electronic check,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Male,Yes,5,3,5,13,2.181648422074402
2800-QQUSO,No,0.0,0.4859,42,Month-to-month,100.3,4222.95,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Male,Yes,5,2,5,12,5.831391757779911
7973-DZRKH,No,0.0,0.0206,66,Two year,90.95,5930.05,Fiber optic,Credit card (automatic),Yes,No,Yes,No,No,Yes,Yes,No,Yes,Female,Yes,5,1,5,11,0.22698716109994332
2533-QVMSK,Yes,0.0,0.0709,61,Two year,94.1,5638.3,Fiber optic,Electronic check,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Male,Yes,5,2,5,12,0.8510974737735535
9773-PEQBZ,No,1.0,0.5801,10,Month-to-month,79.85,797.25,Fiber optic,Electronic check,No,Yes,No,No,No,No,Yes,No,No,Male,Yes,3,1,4,8,4.640754347960758
8573-JGCZW,No,0.0,0.0809,17,One year,19.65,351.55,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,Male,Yes,4,0,1,5,0.40435588453266447
9306-CPCBC,Yes,1.0,0.7322,3,Month-to-month,74.25,210.3,Fiber optic,Electronic check,No,No,No,No,No,Yes,Yes,No,No,Female,Yes,1,0,4,5,3.660939171655706
4304-XUMGI,No,0.0,0.0262,50,Two year,75.15,3822.45,DSL,Bank transfer (automatic),Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Male,Yes,5,3,4,12,0.3142178749074769
9504-YAZWB,No,0.0,0.0028,53,Two year,20.25,1048.45,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,5,0,2,7,0.019883433898075786
6174-NRBTZ,No,0.0,0.0483,46,One year,30.75,1489.3,DSL,Bank transfer (automatic),Yes,No,No,No,No,Yes,No phone service,No,No,Male,No,5,1,2,8,0.3865310722079389
9065-ZCPQX,No,0.0,0.0078,72,Two year,78.85,5763.15,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Male,Yes,5,3,4,12,0.09368688116551693
6946-LMSQS,Yes,0.0,0.4147,25,One year,89.05,2177.45,Fiber optic,Electronic check,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Male,Yes,5,2,5,12,4.976813009514602
8194-PEEBY,No,0.0,0.0364,24,One year,19.9,533.5,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Female,Yes,4,0,1,5,0.1820215066965425
7714-YXSMB,No,1.0,0.611,26,Month-to-month,100.5,2599.95,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,2,5,12,7.331583116709403
0004-TLHLJ,Yes,1.0,0.6568,4,Month-to-month,73.9,280.85,Fiber optic,Electronic check,No,No,No,No,No,Yes,No,No,No,Male,Yes,2,0,4,6,3.940575785828503
0206-OYVOC,No,0.0,0.0053,46,Two year,19.25,864.2,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Female,Yes,5,0,1,6,0.03152369007001288
6710-HSJRD,No,0.0,0.431,61,Month-to-month,114.1,7132.15,Fiber optic,Electronic check,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,Yes,5,3,5,13,5.603159531723287
3675-EQOZA,No,0.0,0.1874,5,Month-to-month,20.65,93.55,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,2,0,2,4,0.7496209016161948
0840-DCNZE,No,0.0,0.062,47,One year,86.95,4138.9,DSL,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Male,Yes,5,4,5,14,0.8682465014878709
9862-KJTYK,No,0.0,0.2993,19,Month-to-month,25.35,566.1,DSL,Credit card (automatic),No,No,No,No,No,Yes,No phone service,No,Yes,Male,No,4,0,2,6,1.7957309352641178
4817-VYYWS,Yes,1.0,0.645,30,Month-to-month,100.2,2983.8,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,3,5,13,8.385307101724514
5701-SVCWR,No,0.0,0.2345,1,Month-to-month,24.0,24.0,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,Female,Yes,1,0,2,3,0.7034596191897752
1099-BTKWT,No,0.0,0.0576,68,One year,54.4,3723.65,DSL,Electronic check,Yes,No,No,Yes,Yes,Yes,No phone service,Yes,No,Female,No,5,3,3,11,0.6332261120415894
4570-QHXHL,No,0.0,0.4388,9,Month-to-month,43.75,405.7,DSL,Electronic check,No,No,No,No,No,Yes,No,No,No,Female,Yes,3,0,3,6,2.632823059222841
7392-YYPYJ,No,1.0,0.7049,22,Month-to-month,100.65,2415.95,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Male,Yes,4,3,5,12,8.458561680897136
2898-LSJGD,Yes,0.0,0.3078,21,One year,55.95,1157.05,DSL,Electronic check,Yes,No,No,Yes,Yes,Yes,No phone service,Yes,Yes,Female,No,4,3,3,10,3.078178126427098
4503-BDXBD,Yes,1.0,0.5068,11,Month-to-month,74.95,815.5,Fiber optic,Electronic check,No,Yes,No,No,No,No,No,No,No,Male,Yes,3,1,4,8,4.054660644049047
6086-ESGRL,Yes,1.0,0.6018,1,Month-to-month,80.15,80.15,Fiber optic,Credit card (automatic),No,No,No,No,Yes,No,No,No,No,Female,Yes,1,1,5,7,4.21270658197786
4979-HPRFL,No,0.0,0.0032,56,Two year,24.15,1402.25,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,Male,Yes,5,0,2,7,0.022098279947891042
8590-OHDIW,No,0.0,0.0158,38,One year,20.3,749.35,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Female,Yes,5,0,2,7,0.11037409494364692
8015-IHCGW,No,0.0,0.0761,72,Two year,115.5,8425.15,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,4,5,14,1.0649663131002423
2773-OVBPK,No,0.0,0.0898,67,Two year,111.3,7567.2,Fiber optic,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,Yes,5,3,5,13,1.1671935777052638
5999-LCXAO,No,0.0,0.4285,1,Month-to-month,29.9,29.9,DSL,Mailed check,Yes,No,No,No,No,No,No phone service,No,No,Female,No,1,1,2,4,1.714117937852988
4803-LBYPN,No,0.0,0.033,34,Month-to-month,20.8,635.9,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Male,Yes,5,0,2,7,0.23122107631847355
3882-IYOIJ,No,0.0,0.0456,60,Two year,115.25,6758.45,Fiber optic,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Female,Yes,5,4,5,14,0.6385998063994223
3871-IKPYH,Yes,1.0,0.6212,1,Month-to-month,69.1,69.1,Fiber optic,Electronic check,No,No,No,No,No,No,No,No,No,Male,Yes,1,0,4,5,3.1058231009261488
7950-XWOVN,No,0.0,0.3476,11,Month-to-month,34.7,383.55,DSL,Mailed check,No,Yes,No,No,No,No,No phone service,No,No,Male,No,3,1,2,6,2.085581579717295
4647-MUZON,No,1.0,0.5992,18,Month-to-month,95.95,1745.5,Fiber optic,Credit card (automatic),No,No,No,Yes,Yes,Yes,No,Yes,No,Female,Yes,4,2,5,11,6.591276954621196
8849-PRIQJ,No,0.0,0.1707,67,One year,109.4,7281.6,Fiber optic,Electronic check,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Yes,5,3,5,13,2.2187684340193594
5396-IZEPB,No,0.0,0.1435,9,Month-to-month,19.7,180.7,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,3,0,1,4,0.5740533768218836
5712-VBOXD,No,0.0,0.2423,4,Month-to-month,20.15,68.45,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,Female,Yes,2,0,2,4,0.9692641621165041
6629-LADHQ,No,0.0,0.2806,2,Month-to-month,50.95,123.05,DSL,Mailed check,Yes,No,No,No,No,No,No,No,No,Female,Yes,1,1,3,5,1.4029786918965388
4797-MIWUM,No,0.0,0.2052,7,Month-to-month,20.25,174.7,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Male,Yes,3,0,2,5,1.0262292948571168
3815-SLMEF,Yes,0.0,0.3229,3,Month-to-month,34.25,139.35,DSL,Mailed check,Yes,No,Yes,No,No,No,No phone service,No,No,Female,No,1,1,2,4,1.2914043355223086
4355-CVPVS,No,0.0,0.1387,56,One year,88.9,4968.0,Fiber optic,Bank transfer (automatic),No,No,No,Yes,Yes,No,No,Yes,Yes,Female,Yes,5,2,5,12,1.6649250165711451
5915-ANOEI,No,0.0,0.0067,70,Two year,79.15,5536.5,DSL,Mailed check,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Male,Yes,5,3,4,12,0.08075948895559604
9861-PDSZP,No,0.0,0.0653,72,Two year,108.05,7806.6,Fiber optic,Credit card (automatic),No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Female,Yes,5,3,5,13,0.8487707922348097
7225-CBZPL,No,1.0,0.7373,17,Month-to-month,94.8,1563.9,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Male,Yes,4,2,5,11,8.110273683535318
7404-JLKQG,No,0.0,0.4651,3,Month-to-month,57.55,161.45,DSL,Electronic check,No,No,No,Yes,No,No,No,No,No,Female,Yes,1,1,3,5,2.3254148639800762
7421-ZLUPA,No,0.0,0.4778,8,Month-to-month,29.25,226.95,DSL,Mailed check,No,Yes,No,No,No,Yes,No phone service,No,No,Female,No,3,1,2,6,2.8665881897715337
5914-GXMDA,No,0.0,0.0262,32,One year,19.3,593.2,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,Female,Yes,5,0,1,6,0.15707233441703217
9592-ERDKV,No,0.0,0.105,37,One year,79.25,2911.8,DSL,Mailed check,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Male,Yes,5,3,4,12,1.2600236807535512
0432-CAJZV,No,1.0,0.6128,3,Month-to-month,90.7,237.65,Fiber optic,Mailed check,No,No,No,Yes,Yes,No,No,No,No,Male,Yes,1,2,5,8,4.902742320353034
7008-LZVOZ,No,0.0,0.0022,66,Two year,25.3,1672.35,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,Male,Yes,5,0,2,7,0.01563134166011204
8868-WOZGU,Yes,1.0,0.6557,28,Month-to-month,105.7,2979.5,Fiber optic,Electronic check,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Male,Yes,5,3,5,13,8.523645814430006
6242-FEGFD,No,0.0,0.0208,66,Two year,96.6,6424.25,Fiber optic,Mailed check,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,Yes,5,2,5,12,0.2497510641383749
7625-XCQRH,Yes,1.0,0.6683,11,Month-to-month,76.5,837.95,Fiber optic,Electronic check,No,No,No,No,No,Yes,Yes,No,No,Female,Yes,3,0,4,7,4.678005584617426
6194-HBGQN,No,0.0,0.0427,51,One year,81.15,4126.2,DSL,Credit card (automatic),Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Male,Yes,5,3,5,13,0.5551964357292056
6986-IXNDM,No,1.0,0.6954,14,Month-to-month,92.9,1337.45,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,No,No,No,Male,Yes,4,2,5,11,7.64928058791297
9769-TSBZE,No,0.0,0.0056,70,Two year,66.0,4891.5,DSL,Electronic check,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Female,Yes,5,2,4,11,0.06148902477386731
2565-JSLRY,Yes,0.0,0.3229,1,Month-to-month,24.05,24.05,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,Male,Yes,1,0,2,3,0.9685840140655221
3727-JEZTU,No,0.0,0.2217,1,Month-to-month,20.4,20.4,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,1,0,2,3,0.6650094584070136
8143-ETQTI,No,0.0,0.0206,23,Two year,19.65,451.55,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Female,Yes,4,0,1,5,0.1030142573569287
2969-WGHQO,No,0.0,0.1965,7,One year,69.45,477.05,DSL,Electronic check,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Female,Yes,3,3,4,10,1.9651480656354392
4255-DDUOU,Yes,0.0,0.2607,1,Month-to-month,20.5,20.5,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Female,Yes,1,0,2,3,0.7821227790396243
5590-YRFJT,Yes,0.0,0.433,20,Month-to-month,24.45,482.8,DSL,Electronic check,No,No,No,No,No,Yes,No phone service,Yes,No,Female,No,4,0,2,6,2.5978299966785667
0019-GFNTW,No,0.0,0.0072,56,Two year,45.05,2560.1,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,No,No,No phone service,No,No,Female,No,5,2,3,10,0.07182175922358258
1485-YDHMM,No,0.0,0.233,52,Month-to-month,93.25,4631.7,Fiber optic,Bank transfer (automatic),No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Male,Yes,5,2,5,12,2.7964711760969307
2525-GVKQU,No,0.0,0.0018,60,Two year,20.6,1093.0,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Female,Yes,5,0,2,7,0.012639214652211295
2434-EEVDB,No,0.0,0.0493,64,Two year,94.6,5948.7,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,Yes,Yes,Yes,No,Female,Yes,5,2,5,12,0.5914221597421454
6199-IWKGC,No,0.0,0.2894,46,One year,100.25,4753.85,Fiber optic,Electronic check,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Female,Yes,5,2,5,12,3.472544872156314
4676-WLUHT,No,0.0,0.0145,54,Two year,46.2,2431.95,DSL,Bank transfer (automatic),Yes,Yes,No,No,Yes,No,No phone service,No,No,Male,No,5,3,3,11,0.15988980687988974
7980-MHFLQ,No,0.0,0.0012,72,Two year,24.9,1859.2,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,Female,Yes,5,0,2,7,0.008726190529287914
7239-HZZCX,Yes,0.0,0.215,1,Month-to-month,19.75,19.75,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,Male,Yes,1,0,1,2,0.42994064756311645
4282-YMKNA,Yes,1.0,0.6883,9,Month-to-month,74.75,706.6,Fiber optic,Electronic check,No,No,No,No,No,Yes,Yes,No,No,Female,Yes,3,0,4,7,4.81825979581665
1453-RZFON,No,0.0,0.2557,1,Month-to-month,49.9,49.9,DSL,Mailed check,Yes,No,No,No,No,No,No,No,Yes,Female,Yes,1,1,3,5,1.2787448778962092
2476-YGEFM,No,0.0,0.4094,29,Month-to-month,76.0,2215.25,Fiber optic,Credit card (automatic),No,No,No,No,No,Yes,Yes,No,No,Female,Yes,5,0,4,9,3.6848515605602254
8687-BAFGU,No,1.0,0.5332,1,Month-to-month,74.0,74.0,Fiber optic,Electronic check,No,No,Yes,No,No,No,No,No,No,Male,Yes,1,0,4,5,2.665851195212698
6624-JDRDS,No,0.0,0.378,6,Month-to-month,29.45,161.45,DSL,Bank transfer (automatic),Yes,No,No,No,No,No,No phone service,No,No,Female,No,2,1,2,5,1.8900861216313585
9189-JWSHV,Yes,1.0,0.7069,24,Month-to-month,93.55,2264.05,Fiber optic,Electronic check,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Female,Yes,4,2,5,11,7.776187883177127
5208-FVQKB,No,0.0,0.0045,70,Two year,67.95,4664.15,DSL,Mailed check,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Male,Yes,5,3,4,12,0.05412262335082074
1574-DYCWE,No,0.0,0.0029,51,Two year,19.95,1028.75,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Female,Yes,5,0,1,6,0.017522739934742626
7247-XOZPB,No,0.0,0.0351,53,One year,77.4,4155.95,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,No,No,Yes,Yes,No,Male,Yes,5,2,4,11,0.3864423867949014
2716-GFZOR,No,0.0,0.1863,43,Month-to-month,86.1,3551.65,Fiber optic,Credit card (automatic),Yes,Yes,No,No,No,Yes,No,Yes,No,Male,Yes,5,2,5,12,2.235672512381958
3724-UCSHY,No,0.0,0.1558,6,Month-to-month,19.55,122.9,No,Mailed check,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,Male,Yes,2,0,1,3,0.46728818696142915
4628-CTTLA,Yes,0.0,0.1026,57,Month-to-month,39.3,2111.45,DSL,Electronic check,No,Yes,No,Yes,No,Yes,No phone service,No,No,Male,No,5,2,2,9,0.923849163331085
6834-NXDCA,Yes,1.0,0.5155,13,Month-to-month,23.9,300.8,DSL,Electronic check,No,No,No,No,No,Yes,No phone service,No,No,Female,No,4,0,2,6,3.0928669809599416
7777-UNYHB,No,0.0,0.1527,12,Month-to-month,20.1,232.4,No,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,Female,Yes,3,0,2,5,0.7635940513990036
5597-GLBUC,Yes,1.0,0.7225,1,Month-to-month,85.45,85.45,Fiber optic,Electronic check,No,No,No,Yes,No,Yes,No,No,No,Female,Yes,1,1,5,7,5.057802428620561
4822-YCXMX,Yes,1.0,0.6136,25,Month-to-month,84.8,2043.45,Fiber optic,Electronic check,No,No,No,No,Yes,Yes,Yes,No,No,Male,Yes,5,1,5,11,6.7490749541243895
3836-FZSDJ,No,0.0,0.0017,71,Two year,24.85,1901.0,No,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,Male,Yes,5,0,2,7,0.011591343601665804
6559-ILWKJ,Yes,0.0,0.0171,71,Two year,49.35,3515.25,DSL,Electronic check,No,Yes,No,Yes,Yes,No,No phone service,Yes,No,Male,No,5,3,3,11,0.18772299893369515
2649-HWLYB,No,0.0,0.0097,65,Two year,76.15,4929.55,DSL,Bank transfer (automatic),Yes,No,Yes,No,Yes,No,Yes,Yes,No,Male,Yes,5,2,4,11,0.10651619155578973
